Mfg_Part_Num,Fine,Taxonomy_Confidence,Manufacturer_Confidence,Brand_Confidence,Supplier_vs_Manufacturer_Flag,Num_Attributes_Candidate,Num_Attributes_Fused,Num_Conflicts,Overall_Confidence,Overall_Confidence_Band,Needs_Review,Review_Reasons,Validation_Issues,Live_Evidence_Sources
543144416,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543144420,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543143412,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543143416,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543143420,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543141412,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543141416,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543141420,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513703,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513704,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513705,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513706,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513707,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513708,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513709,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513710,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513711,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513712,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513717,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513718,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513719,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513720,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513721,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513724,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513725,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513726,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513727,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513728,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543076016,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543076020,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543076412,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543076416,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543076420,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516870,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516871,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516872,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516873,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516874,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516879,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516880,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516881,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516882,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516883,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543005016,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543005020,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543005412,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543005416,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543005420,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516891,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516892,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516893,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516894,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1516895,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543007016,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543007020,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543007412,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543007416,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543007420,Deck Boards,HIGH,HIGH,HIGH,True,1,1,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
ADR5117512CS,Fascia Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Parksite (6151)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TIMBERTECH' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
ADR5117512MH,Fascia Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Parksite (6151)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TIMBERTECH' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
ADR5117512WT,Fascia Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Parksite (6151)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TIMBERTECH' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
ADR5117512AW,Fascia Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Parksite (6151)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TIMBERTECH' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
ADR5117512CG,Fascia Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Parksite (6151)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TIMBERTECH' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
ADR5117512FW,Fascia Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Parksite (6151)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TIMBERTECH' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1508395,Fascia Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Parksite (6151)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TIMBERTECH' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1508396,Fascia Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Parksite (6151)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TIMBERTECH' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
ADCR5117512BS,Fascia Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Parksite (6151)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TIMBERTECH' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
ADCR5117512SG,Fascia Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Parksite (6151)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TIMBERTECH' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543140908,Deck Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543142908,Deck Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543143908,Deck Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543140912,Deck Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543142912,Deck Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
543143912,Deck Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('U S Lumber (3073)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
1513715,Deck Boards,HIGH,HIGH,HIGH,True,3,3,0,0.51,MEDIUM,Yes,Part_Manuf ('Boise Cascade Building Materials (BOICA)') resolved as SUPPLIER/DISTRIBUTOR; legal manufacturer resolved from raw brand 'TREX' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only),,0
